complex_name,protein_path,ligand_description,protein_sequence
5ent_1_MIY_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ent_1_MIY_0_holo_aligned_predicted_protein.pdb,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.OCCOCCO,
5ida_1_BMA_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ida_1_BMA_0_holo_aligned_predicted_protein.pdb,CC(O)N[C@@H](C)CO.CC(O)N[C@@H](C)CO.OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,
4zaw_1_4LU_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zaw_1_4LU_1_holo_aligned_predicted_protein.pdb,Cc1cc2c3c(c1C)C(C)(C)CC=[N+]3c1c([nH]c(=O)[nH]c1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O.N#C[S-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-],
1rqp_1_SAM_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1rqp_1_SAM_0_holo_aligned_predicted_protein.pdb,C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,
2q6k_1_ADN_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2q6k_1_ADN_1_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OCCOCCO.OCCOCCO,
6fgc_1_D95_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6fgc_1_D95_1_holo_aligned_predicted_protein.pdb,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].C[C@@H](O)CC(C)(C)O.C[C@H](O)CC(C)(C)O.C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=P([O-])([O-])[O-].[Ca+2].[Cl-],
6yao_1_OJ2_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yao_1_OJ2_0_holo_aligned_predicted_protein.pdb,CS(C)=O.CS(C)=O.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=C(Nc1cccc(OC(F)(F)F)c1)Nc1ccccc1CCO.OCCO.OCCO.OCCO.OCCO,
5fiu_1_Y3J_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fiu_1_Y3J_3_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(F)F)[C@@H](O)C1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(F)F)[C@@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(F)F)[C@@H](O)[C@H]1O.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(O)[C@H](O)[C@@H](O)C(=O)O,
6qkr_1_FAD_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6qkr_1_FAD_0_holo_aligned_predicted_protein.pdb,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc2ccccc2c1.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.[SH]12[Fe]3456[SH]7[Fe]1389[SH]1[Fe]2483[SH]5[Fe]71693,
1uf5_1_CDT_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1uf5_1_CDT_0_holo_aligned_predicted_protein.pdb,CSCC[C@@H](NC(N)=O)C(=O)O.OCCO,
5enr_1_MBX_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enr_1_MBX_0_holo_aligned_predicted_protein.pdb,C=CC(=O)Nc1ccc(CCSc2nc(N3C[C@H](C)O[C@@H](C)C3)c3c(c2C#N)CC(C)(C)OC3)cc1,
3jqm_1_GTP_5,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3jqm_1_GTP_5_holo_aligned_predicted_protein.pdb,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].OCC(O)CO.OCC(O)CO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCOCCO.OCCOCCO.OCCOCCO.OCCOCCO,
5dnc_1_ASN_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5dnc_1_ASN_2_holo_aligned_predicted_protein.pdb,OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO,
4h2f_1_ADN_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4h2f_1_ADN_0_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Ca+2].[Cl-].[Zn+2],
5f52_1_ASP_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5f52_1_ASP_2_holo_aligned_predicted_protein.pdb,OCCOCCO.OCCOCCO.OCCOCCO.OCCOCCO.OCCOCCO,
6b1b_1_TMO_15,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6b1b_1_TMO_15_holo_aligned_predicted_protein.pdb,C[N+](C)(C)[O-],
4mig_1_G3F_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mig_1_G3F_2_holo_aligned_predicted_protein.pdb,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O.[Mn].[Mn].[Mn].[Mn].[Mn].[Mn].[Mn].[Mn],
6ryz_1_SAM_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6ryz_1_SAM_2_holo_aligned_predicted_protein.pdb,C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S@@+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.OCCO.OCCO.[Cl-].[Cl-].[Cl-],
4o95_1_245_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o95_1_245_0_holo_aligned_predicted_protein.pdb,CS(C)=O.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=C(Nc1ccccc1)Nc1ccnc(Cl)c1.OCC(O)CO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCOCCO.OCCOCCO,
2gah_1_NAD_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2gah_1_NAD_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)c1ccco1.[Zn+2],
3ju4_1_SLB_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3ju4_1_SLB_2_holo_aligned_predicted_protein.pdb,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[NaH],
6o6y_1_ACK_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6o6y_1_ACK_0_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H]3OP(=O)(O)O[C@H]32)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H]3OP(=O)(O)O[C@H]32)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21,
4qo5_1_NAG_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qo5_1_NAG_2_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.[Ca+2],
4ydx_1_TCE_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4ydx_1_TCE_0_holo_aligned_predicted_protein.pdb,O=C(O)CCP(CCC(=O)O)CCC(=O)O.O=S(=O)([O-])[O-].[Pt+2],
4qa8_1_PJZ_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qa8_1_PJZ_0_holo_aligned_predicted_protein.pdb,CCC=CC=CC=CC=CC=CCCC(=O)OC[C@@H](C)OC(=O)CCCCCCCCCCC,
2hk9_1_SKM_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2hk9_1_SKM_0_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O.O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,
